player_id,champion_id,win
171,155,true
171,138,true
171,142,true
171,30,true
171,114,true
171,78,true
171,148,true
171,165,true
171,17,true
171,26,true
171,119,true
171,2,true
171,15,true
171,27,true
171,69,true
171,162,true
171,101,true
171,49,true
171,103,true
171,91,true
171,126,true
171,65,true
171,151,true
171,54,true
